2017-03-02 11:51:00,0
2017-03-02 18:05:00,0
2017-03-02 18:04:00,0
2017-03-02 17:46:00,0
2017-03-02 17:42:00,0
2017-03-02 17:40:00,1
2017-03-02 17:37:00,0
2017-03-02 17:32:00,0
2017-03-02 17:31:00,0
2017-03-02 17:23:00,0
2017-03-02 17:07:00,0
2017-03-02 10:54:00,1
2017-03-02 15:04:00,1
2017-03-02 15:00:00,1
2017-03-02 14:53:00,1
2017-03-02 14:45:00,0
2017-03-02 14:26:00,0
2017-03-02 13:25:00,0
2017-03-02 13:04:00,0
2017-03-02 12:35:00,0
2017-03-02 11:50:00,0
2017-03-02 11:33:00,0
2017-03-02 11:27:00,0
2017-03-02 11:26:00,0
2017-03-02 11:24:00,0
2017-03-02 11:10:00,0
2017-03-02 11:08:00,0
2017-03-02 09:24:00,0
2017-03-03 09:26:00,0
2017-03-03 21:16:00,0
2017-03-03 19:28:00,1
2017-03-03 13:56:00,1
2017-03-03 10:48:00,0
2017-03-03 09:15:00,0
2017-03-03 09:06:00,1
2017-03-03 07:11:00,0
2017-03-03 01:02:00,1
2017-03-03 03:09:00,1
2017-03-03 03:09:00,1
2017-03-04 15:46:00,0
2017-03-05 12:24:00,0
2017-03-06 16:53:00,0
2017-03-06 16:38:00,0
2017-03-07 15:50:00,0
2017-03-07 14:59:00,0
2017-03-07 15:12:00,1
2017-03-07 11:04:00,1
2017-03-07 08:59:00,0
2017-03-08 16:04:00,0
2017-03-08 11:08:00,0
2017-03-08 07:59:00,0
2017-03-09 17:59:00,1
2017-03-09 15:16:00,1
2017-03-09 15:08:00,1
2017-03-09 15:05:00,1
2017-03-09 14:31:00,1
2017-03-09 12:42:00,0
2017-03-09 09:54:00,1
2017-03-10 17:40:00,0
2017-03-10 08:00:00,0
2017-03-10 05:46:00,1
2017-03-12 17:39:00,0
2017-03-12 15:55:00,0
2017-03-12 15:47:00,0
2017-03-12 13:21:00,0
2017-03-12 12:38:00,0
2017-03-12 12:28:00,0
2017-03-12 12:01:00,0
2017-03-13 17:41:00,0
2017-03-13 13:27:00,1
2017-03-13 11:40:00,1
2017-03-13 11:02:00,1
2017-03-13 10:37:00,1
2017-03-13 10:32:00,0
2017-03-13 09:28:00,1
2017-03-13 09:19:00,1
2017-03-14 14:29:00,1
2017-03-14 13:38:00,1
2017-03-14 10:13:00,0
2017-03-14 09:03:00,0
2017-03-14 08:03:00,0
2017-03-14 07:06:00,1
2017-03-15 21:14:00,0
2017-03-15 13:34:00,1
2017-03-15 16:40:00,1
2017-03-15 15:51:00,0
2017-03-15 15:43:00,0
2017-03-15 15:40:00,1
2017-03-15 14:14:00,0
2017-03-15 10:38:00,0
2017-03-15 10:18:00,1
2017-03-16 21:46:00,1
2017-03-16 18:58:00,0
2017-03-16 15:48:00,0
2017-03-16 15:18:00,0
2017-03-16 15:03:00,0
2017-03-16 14:40:00,0
2017-03-16 13:27:00,0
2017-03-16 11:32:00,0
2017-03-16 11:06:00,0
2017-03-16 11:01:00,0
2017-03-16 09:29:00,0
2017-03-19 15:27:00,0
2017-03-17 17:48:00,1
2017-03-17 17:44:00,1
2017-03-17 17:20:00,1
2017-03-17 15:51:00,1
2017-03-17 15:36:00,0
2017-03-17 15:21:00,1
2017-03-17 15:03:00,1
2017-03-17 10:16:00,0
2017-03-17 06:25:00,1
2017-03-17 06:51:00,0
2017-03-18 08:46:00,0
2017-03-19 11:16:00,0
2017-03-20 15:12:00,0
