206,1,2,3,15,20,25,43,5,2032859340
207,3,11,14,31,32,37,38,5,2104673760
208,14,25,31,34,40,44,24,6,1760767400
209,2,7,18,20,24,33,37,6,1660896350
210,10,19,22,23,25,37,39,2,5139085950
211,12,13,17,20,33,41,8,10,1035800250
212,11,12,18,21,31,38,8,4,2660747250
213,2,3,4,5,20,24,42,8,1376678025
214,5,7,20,25,28,37,32,8,1406980875
215,2,3,7,15,43,44,4,7,1587689615
216,7,16,17,33,36,40,1,13,848506108
217,16,20,27,33,35,39,38,7,1611246172
218,1,8,14,18,29,44,20,4,2779075800
219,4,11,20,26,35,37,16,9,1208409167
220,5,11,19,21,34,43,31,6,1958094950
221,2,20,33,35,37,40,10,6,1800104250
222,5,7,28,29,39,43,44,5,2275193820
223,1,3,18,20,26,27,38,7,1498170600
224,4,19,26,27,30,42,7,6,1808969950
225,5,11,13,19,31,36,7,6,1777201800
226,2,6,8,14,21,22,34,6,1744100150
227,4,5,15,16,22,42,2,2,5253542400
228,17,25,35,36,39,44,23,9,1146700334
229,4,5,9,11,23,38,35,7,1451441100
230,5,11,14,29,32,33,12,8,1292929163
231,5,10,19,31,44,45,27,9,1088365900
232,8,9,10,12,24,44,35,9,1110918400
233,4,6,13,17,28,40,39,10,999153750
234,13,21,22,24,26,37,4,4,2519743875
235,21,22,26,27,31,37,8,3,3433330100
236,1,4,8,13,37,39,7,2,5030040150
237,1,11,17,21,24,44,33,7,1440630729
238,2,4,15,28,31,34,35,9,1121660567
239,11,15,24,39,41,44,7,9,1134140167
240,6,10,16,40,41,43,21,2,5098251450
241,2,16,24,27,28,35,21,4,2552016300
242,4,19,20,21,32,34,43,8,1234542375
243,2,12,17,19,28,42,34,4,2408850000
244,13,16,25,36,37,38,19,1,9121583100
245,9,11,27,31,32,38,22,7,1382583129
246,13,18,21,23,26,39,15,5,1911774240
247,12,15,28,36,39,40,13,6,1669313900
248,3,8,17,23,38,45,13,8,1227479363
249,3,8,27,31,41,44,11,6,1663568700
250,19,23,30,37,43,45,38,5,1994726280
251,6,7,19,25,28,38,45,8,1282616400
252,14,23,26,31,39,45,28,7,1391089715
253,8,19,25,31,34,36,33,4,2466189525
254,1,5,19,20,24,30,27,1,9741015900
255,1,5,6,24,27,42,32,6,1598618550
256,4,11,14,21,23,43,32,2,4891017000
257,6,13,27,31,32,37,4,4,2391377025
258,14,27,30,31,38,40,17,4,2426434350
259,4,5,14,35,42,45,34,2,4838533500
260,7,12,15,24,37,40,43,4,2310085575
261,6,11,16,18,31,43,2,3,3192299100
262,9,12,24,25,29,31,36,2,4518741600
263,1,27,28,32,37,40,18,6,1551704900
264,9,16,27,36,41,44,5,7,1344889200
265,5,9,34,37,38,39,12,8,1200838575
266,3,4,9,11,22,42,37,3,3207211700
267,7,8,24,34,36,41,1,3,3257663300
268,3,10,19,24,32,45,12,7,1350954515
269,5,18,20,36,42,43,32,5,1961399940
270,5,9,12,20,21,26,27,5,1927830060
271,3,8,9,27,29,40,36,6,1565918150
272,7,9,12,27,39,43,28,9,1104622800
273,1,8,24,31,34,44,6,3,3339543100
274,13,14,15,26,35,39,25,4,2505085575
275,14,19,20,35,38,40,26,1,10044066900
276,4,15,21,33,39,41,25,3,3312569000
277,10,12,13,15,25,29,20,3,3272627800
278,3,11,37,39,41,43,13,3,3186530000
279,7,16,31,36,37,38,11,5,1914205320
280,10,11,23,24,36,37,35,7,1355258529
281,1,3,4,6,14,41,12,6,1554683200
282,2,5,10,18,31,32,30,7,1322052643
283,6,8,18,31,38,45,42,3,3137224600
284,2,7,15,24,30,45,28,3,3117640300
285,13,33,37,40,41,45,2,3,3164370100
286,1,15,19,40,42,44,17,3,3236566300
287,6,12,24,27,35,37,41,7,1328657100
288,1,12,17,28,35,41,10,4,2357261550
289,3,14,33,37,38,42,10,0,0
290,8,13,18,32,39,45,7,13,2149214424
291,3,7,8,18,20,42,45,7,1450585200
292,17,18,31,32,33,34,10,14,720373950
293,1,9,17,21,29,33,24,6,1656764400
294,6,10,17,30,37,38,40,4,2406504975
295,1,4,12,16,18,38,8,0,0
296,3,8,15,27,30,45,44,8,3066088275
297,6,11,19,20,28,32,34,2,5056668750
298,5,9,27,29,37,40,19,1,9909778500
299,1,3,20,25,36,45,24,7,1483772529
300,7,9,10,12,26,38,39,12,836092425
301,7,11,13,33,37,43,26,7,1447385015
302,13,19,20,32,38,42,4,2,5472167250
303,2,14,17,30,38,45,43,6,1672749000
304,4,10,16,26,33,41,38,6,1661646150
305,7,8,18,21,23,39,9,5,2008210140
306,4,18,23,30,34,41,19,5,2102669520
307,5,15,21,23,25,45,12,4,2587643250
308,14,15,17,19,37,45,40,1,10232872800
309,1,2,5,11,18,36,22,11,901622946
310,1,5,19,28,34,41,16,8,1296713325
311,4,12,24,27,28,32,10,8,1237691063
312,2,3,5,6,12,20,25,15,629017820
313,9,17,34,35,43,45,2,6,1715422800
314,15,17,19,34,38,41,2,6,1660512200
315,1,13,33,35,43,45,23,8,1308728625
316,10,11,21,27,31,39,43,6,1673586400
317,3,10,11,22,36,39,8,4,2576258550
318,2,17,19,20,34,45,21,9,1207436600
319,5,8,22,28,33,42,37,5,2135659380
320,16,19,23,25,41,45,3,2,5513067900
321,12,18,20,21,25,34,42,6,1959136100
322,9,18,29,32,38,43,20,6,1904544700
323,10,14,15,32,36,42,3,8,1461025388
324,2,4,21,25,33,36,17,6,1865130350
325,7,17,20,32,44,45,33,6,1806122450
326,16,23,25,33,36,39,40,6,1832134550
327,6,12,13,17,32,44,24,12,882674750
328,1,6,9,16,17,28,24,6,1819795900
329,9,17,19,30,35,42,4,6,1830391200
330,3,4,16,17,19,20,23,9,1162280200
331,4,9,14,26,31,44,39,5,2165902620
332,16,17,34,36,42,45,3,8,1359448388
333,5,14,27,30,39,43,35,7,1550987143
334,13,15,21,29,39,43,33,7,1523002972
335,5,9,16,23,26,45,21,5,2037492480
336,3,5,20,34,35,44,16,6,1685632650
337,1,5,14,18,32,37,4,8,1257500513
338,2,13,34,38,42,45,16,3,3383431000
339,6,8,14,21,30,37,45,9,1096778334
340,18,24,26,29,34,38,32,7,1439393186
341,1,8,19,34,39,43,41,7,1497207772
342,1,13,14,33,34,43,25,3,3454095800
343,1,10,17,29,31,43,15,6,1717153000
344,1,2,15,28,34,45,38,7,1467106543
345,15,20,23,29,39,42,2,2,5203577550
346,5,13,14,22,44,45,33,5,2017727340
347,3,8,13,27,32,42,10,7,1456624286
348,3,14,17,20,24,31,34,3,3299994000
349,5,13,14,20,24,25,36,3,3353209000
350,1,8,18,24,29,33,35,9,1101052467
351,5,25,27,29,34,36,33,4,2583357150
352,5,16,17,20,26,41,24,6,1732858250
353,11,16,19,22,29,36,26,2,5290838250
354,14,19,36,43,44,45,1,5,2124464340
355,5,8,29,30,35,44,38,5,2145424800
356,2,8,14,25,29,45,24,9,1157185267
357,10,14,18,21,36,37,5,2,5313394350
358,1,9,10,12,21,40,37,3,3472654900
359,1,10,19,20,24,40,23,8,1286712600
360,4,16,23,25,35,40,27,3,3566716200
361,5,10,16,24,27,35,33,7,1473115115
362,2,3,22,27,30,40,29,6,1729424650
363,11,12,14,21,32,38,6,4,2615910600
364,2,5,7,14,16,40,4,4,2531914800
365,5,15,21,25,26,30,31,1,10697716800
366,5,12,19,26,27,44,38,2,5351553900
367,3,22,25,29,32,44,19,7,1581736586
368,11,21,24,30,39,45,26,7,1465825115
369,17,20,35,36,41,43,21,6,1842177750
370,16,18,24,42,44,45,17,7,1678941943
371,7,9,15,26,27,42,18,7,1524130543
372,8,11,14,16,18,21,13,9,1192593200
373,15,26,37,42,43,45,9,4,2791801125
374,11,13,15,17,25,34,26,2,5528717850
375,4,8,19,25,27,45,7,7,1581284058
376,1,11,13,24,28,40,7,6,1956915800
377,6,22,29,37,43,45,23,3,3912085400
378,5,22,29,31,34,39,43,5,2317698240
379,6,10,22,31,35,40,19,7,1598999786
380,1,2,8,17,26,37,27,4,2684274825
381,1,5,10,12,16,20,11,19,565738895
382,10,15,22,24,27,42,19,6,1846674900
383,4,15,28,33,37,40,25,3,3596522100
384,11,22,24,32,36,38,7,3,3658734200
385,7,12,19,21,29,32,9,7,1542032700
386,4,7,10,19,31,40,26,10,1042953330
387,1,26,31,34,40,43,20,4,2675533500
388,1,8,9,17,29,32,45,4,2545543875
389,7,16,18,20,23,26,3,5,2119027020
390,16,17,28,37,39,40,15,1,10373997900
391,10,11,18,22,28,39,30,1,10508749800
392,1,3,7,8,24,42,43,6,1713528700
393,9,16,28,40,41,43,21,8,1362003975
394,1,13,20,22,25,28,15,1,10654349100
395,11,15,20,26,31,35,7,7,1534635000
396,18,20,31,34,40,45,30,2,5296622400
397,12,13,17,22,25,33,8,3,3499519700
398,10,15,20,23,42,44,7,4,2680625550
399,1,2,9,17,19,42,20,8,1276854975
400,9,21,27,34,41,43,2,4,2669834325
401,6,12,18,31,38,43,9,9,1168214792
402,5,9,15,19,22,36,32,4,2662206188
403,10,14,22,24,28,37,26,5,2122396875
404,5,20,21,24,33,40,36,3,3566659375
405,1,2,10,25,26,44,4,3,3543878000
406,7,12,21,24,27,36,45,5,2156142450
407,6,7,13,16,24,25,1,7,1649707286
408,9,20,21,22,30,37,16,5,2235375825
409,6,9,21,31,32,40,38,4,2896989750
410,1,3,18,32,40,41,16,9,1249335709
411,11,14,22,35,37,39,5,12,953227563
412,4,7,39,41,42,45,40,7,1656199822
413,2,9,15,23,34,40,3,4,2814673500
414,2,14,15,22,23,44,43,1,11703832500
415,7,17,20,26,30,40,24,8,1334182407
416,5,6,8,11,22,26,44,10,1072037100
417,4,5,14,20,22,43,44,4,2818329938
418,11,13,15,26,28,34,31,8,1435649766
419,2,11,13,14,28,30,7,3,3796490750
420,4,9,10,29,31,34,27,8,1424856375
421,6,11,26,27,28,44,30,5,2321144325
422,8,15,19,21,34,44,12,6,2205251375
423,1,17,27,28,29,40,5,3,3896153875
424,10,11,26,31,34,44,30,10,1109480813
425,8,10,14,27,33,38,3,8,1534833000
426,4,17,18,27,39,43,19,4,3057233625
427,6,7,15,24,28,30,21,1,12571445625
428,12,16,19,22,37,40,8,9,1437683209
429,3,23,28,34,39,42,16,9,1485904709
430,1,3,16,18,30,34,44,8,1611763219
431,18,22,25,31,38,45,6,10,1268434013
432,2,3,5,11,27,39,33,5,2299427550
433,19,23,29,33,35,43,27,11,1182294410
434,3,13,20,24,33,37,35,8,1480060266
435,8,16,26,30,38,45,42,10,1287550013
436,9,14,20,22,33,34,28,8,1512266579
437,11,16,29,38,41,44,21,6,2096245438
438,6,12,20,26,29,38,45,9,1377142167
439,17,20,30,31,37,40,25,6,1900077375
440,10,22,28,34,36,44,2,6,1995873000
441,1,23,28,30,34,35,9,4,3170417063
442,25,27,29,36,38,40,41,9,1413413042
443,4,6,10,19,20,44,14,9,1327597584
444,11,13,23,35,43,45,17,3,4154188625
445,13,20,21,30,39,45,32,7,1791683036
446,1,11,12,14,26,35,6,3,4051247625
447,2,7,8,9,17,33,34,4,2657941125
448,3,7,13,27,40,41,36,3,4026212750
449,3,10,20,26,35,43,36,3,4059715250
450,6,14,19,21,23,31,13,6,1990391625
451,12,15,20,24,30,38,29,13,882138952
452,8,10,18,30,32,34,27,9,1276902000
453,12,24,33,38,40,42,30,5,2262732375
454,13,25,27,34,38,41,10,7,1609125590
455,4,19,20,26,30,35,24,7,1635711483
456,1,7,12,18,23,27,44,7,1598505054
457,8,10,18,23,27,40,33,10,1159902825
458,4,9,10,32,36,40,18,8,1608812625
459,4,6,10,14,25,40,12,7,1655842233
460,8,11,28,30,43,45,41,4,3180895782
461,11,18,26,31,37,40,43,6,1948674875
462,3,20,24,32,37,45,4,8,1483559297
463,23,29,31,33,34,44,40,0,0
464,6,12,15,34,42,44,4,13,3355721106
465,1,8,11,13,22,38,31,7,1923662893
466,4,10,13,23,32,44,20,9,1530313459
467,2,12,14,17,24,40,39,9,1435441084
468,8,13,15,28,37,43,17,9,1527197167
469,4,21,22,34,37,38,33,4,3330131250
470,10,16,20,39,41,42,27,3,4333330625
471,6,13,29,37,39,41,43,7,1939332858
472,16,25,26,31,36,43,44,7,1809656090
473,8,13,20,22,23,36,34,4,3250418063
474,4,13,18,31,33,45,43,15,936690800
475,1,9,14,16,21,29,3,8,1693923047
476,9,12,13,15,37,38,27,4,3439851469
477,14,25,29,32,33,45,37,8,1919011829
478,18,29,30,37,39,43,8,14,987224759
479,8,23,25,27,35,44,24,6,2233046500
480,3,5,10,17,30,31,16,4,2996742282
481,3,4,23,29,40,41,20,3,4639355750
482,1,10,16,24,25,35,43,7,1897921179
483,12,15,19,22,28,34,5,5,2567196675
484,1,3,27,28,32,45,11,6,2305303063
485,17,22,26,27,36,39,20,9,1501474917
486,1,2,23,25,38,40,43,13,1008634125
487,4,8,25,27,37,41,21,8,1638830766
488,2,8,17,30,31,38,25,10,1330393575
489,2,4,8,15,20,27,11,6,2106360625
490,2,7,26,29,40,43,42,7,1860234161
491,8,17,35,36,39,42,4,4,3304634438
492,22,27,31,35,37,40,42,5,2493013800
493,20,22,26,33,36,37,25,9,1451120334
494,5,7,8,15,30,43,22,12,1054588407
495,4,13,22,27,34,44,6,6,2111645000
496,4,13,20,29,36,41,39,4,3285932250
497,19,20,23,24,43,44,13,6,2222817813
498,13,14,24,32,39,41,3,4,3244503094
499,5,20,23,27,35,40,43,3,4070480250
500,3,4,12,20,24,34,41,9,1351072375
501,1,4,10,17,31,42,2,4,3025200094
502,6,22,28,32,34,40,26,6,2201458125
503,1,5,27,30,34,36,40,7,1853634911
504,6,14,22,26,43,44,31,9,1443236959
505,7,20,22,25,38,40,44,6,1917955188
506,6,9,11,22,24,30,31,3,4073333875
507,12,13,32,33,40,41,4,9,1416438875
508,5,27,31,34,35,43,37,8,1599557860
509,12,25,29,35,42,43,24,5,2689076100
510,12,29,32,33,39,40,42,5,2644158150
511,3,7,14,23,26,42,24,6,2165579250
512,4,5,9,13,26,27,1,13,940094452
513,5,8,21,23,27,33,12,3,4589624750
514,1,15,20,26,35,42,9,3,4451055500
515,2,11,12,15,23,37,8,1,13200466875
516,2,8,23,41,43,44,30,11,1294190182
517,1,9,12,28,36,41,10,5,2659057725
518,14,23,30,32,34,38,6,6,2263804125
519,6,8,13,16,30,43,3,7,1950601393
520,4,22,27,28,38,40,1,6,2167205438
521,3,7,18,29,32,36,19,8,1693420922
522,4,5,13,14,37,41,11,6,2281623000
523,1,4,37,38,40,45,7,7,1780355840
524,10,11,29,38,41,45,21,4,3491695594
525,11,23,26,29,39,44,22,9,1501132375
526,7,14,17,20,35,39,31,9,1491031959
527,1,12,22,32,33,42,38,13,1032386366
528,5,17,25,31,39,40,10,11,1197889125
529,18,20,24,27,31,42,39,8,1749114797
530,16,23,27,29,33,41,22,11,1231656239
531,1,5,9,21,27,35,45,9,1521519750
532,16,17,23,24,29,44,3,7,2216896286
533,9,14,15,17,31,33,23,8,1785671579
534,10,24,26,29,37,38,32,1,14215763250
535,11,12,14,15,18,39,34,3,4935603000
536,7,8,18,32,37,43,12,11,1308523603
537,12,23,26,30,36,43,11,7,2104038911
538,6,10,18,31,32,34,11,3,4688021625
539,3,19,22,31,42,43,26,9,1621036667
540,3,12,13,15,34,36,14,7,1989365250
541,8,13,26,28,32,34,43,11,1269327171
542,5,6,19,26,41,45,34,6,2335152563
543,13,18,26,31,34,44,12,12,1112934844
544,5,17,21,25,36,44,10,13,1046388433
545,4,24,25,27,34,35,2,11,1198994353
546,8,17,20,27,37,43,6,30,405939950
547,6,7,15,22,34,39,28,5,2838444450
548,1,12,13,21,32,45,14,8,1736871891
549,29,31,35,38,40,44,17,8,1760805047
550,1,7,14,20,34,37,41,11,1118679205
551,3,6,20,24,27,44,25,1,13526973750
552,1,10,20,32,35,40,43,10,1330824225
553,2,7,17,28,29,39,37,6,2249631438
554,13,14,17,32,41,42,6,2,6813893625
555,11,17,21,24,26,36,12,8,1711027360
556,12,20,23,28,30,44,43,7,2005209161
557,4,20,26,28,35,40,31,7,1888069286
558,12,15,19,26,40,43,29,10,1315913663
559,11,12,25,32,44,45,23,7,1926145608
560,1,4,20,23,29,45,28,7,1976697215
561,5,7,18,37,42,45,20,5,2753712225
562,4,11,13,17,20,31,33,11,1166694614
563,5,10,16,17,31,32,21,7,1932735643
564,14,19,25,26,27,34,2,7,1934801143
565,4,10,18,27,40,45,38,8,1742064469
566,4,5,6,25,26,43,41,4,3508951032
567,1,10,15,16,32,41,28,6,2318659438
568,1,3,17,20,31,44,40,10,1305167550
569,3,6,13,23,24,35,1,4,3467925188
570,1,12,26,27,29,33,42,9,1527791625
571,11,18,21,26,38,43,29,7,1966538465
572,3,13,18,33,37,45,1,8,1668216188
573,2,4,20,34,35,43,14,8,1645691766
574,14,15,16,19,25,43,2,2,6965184938
575,2,8,20,30,33,34,6,8,1699267875
576,10,11,15,25,35,41,13,3,4321966000
577,16,17,22,31,34,37,33,3,4484438375
578,5,12,14,32,34,42,16,5,2796466575
579,5,7,20,22,37,42,39,11,1396068444
580,5,7,9,11,32,35,33,7,2028610500
581,3,5,14,20,42,44,33,8,1844554547
582,2,12,14,33,40,41,25,4,3560558719
583,8,17,27,33,40,44,24,11,1341848353
584,7,18,30,39,40,41,36,3,5033183250
585,6,7,10,16,38,41,4,9,1620546334
586,2,7,12,15,21,34,5,8,1778354344
587,14,21,29,31,32,37,17,3,4974577375
588,2,8,15,22,25,41,30,5,2889342075
589,6,8,28,33,38,39,22,7,2136877983
590,20,30,36,38,41,45,23,7,2185183983
591,8,13,14,30,38,39,5,5,2964676200
592,2,5,6,13,28,44,43,6,2356381688
593,9,10,13,24,33,38,28,9,1532833500
594,2,8,13,25,28,37,3,11,1255592796
595,8,24,28,35,38,40,5,8,1744525219
596,3,4,12,14,25,43,17,10,1328267663
597,8,10,23,24,35,43,37,13,1057920606
598,4,12,24,33,38,45,22,16,833998594
599,5,12,17,29,34,35,27,8,1710918329
600,5,11,14,27,29,36,44,15,901798725
601,2,16,19,31,34,35,37,9,1524565209
602,13,14,22,27,30,38,2,8,1689530860
603,2,19,25,26,27,43,28,4,3452136563
604,2,6,18,21,33,34,30,11,1229141557
605,1,2,7,9,10,38,42,9,1394232250
606,1,5,6,14,20,39,22,10,1311566850
607,8,14,23,36,38,39,13,4,3494480907
608,4,8,18,19,39,44,41,7,1943530018
609,4,8,27,34,39,40,13,2,6339311438
610,14,18,20,23,28,36,33,4,3516018375
611,2,22,27,33,36,37,14,4,3502706157
