2000-04-26,buy,000120,CJ대한통운,5950
2000-05-09,sell,000120,CJ대한통운,6570
2000-05-18,buy,000120,CJ대한통운,4530
2000-05-19,sell,000120,CJ대한통운,5000
2000-05-22,buy,000120,CJ대한통운,3945
2000-05-25,sell,000120,CJ대한통운,4360
2000-10-30,buy,000120,CJ대한통운,3550
2001-01-22,sell,000120,CJ대한통운,2200
2001-04-20,buy,000120,CJ대한통운,1400
2001-04-24,sell,000120,CJ대한통운,1550
2001-04-26,buy,000120,CJ대한통운,1380
2001-05-14,sell,000120,CJ대한통운,1530
2003-03-05,buy,000120,CJ대한통운,7400
2003-04-11,sell,000120,CJ대한통운,8170
2008-10-24,buy,000120,CJ대한통운,85900
2008-11-25,sell,000120,CJ대한통운,94800
2008-12-02,buy,000120,CJ대한통운,82300
2008-12-05,sell,000120,CJ대한통운,84900
2009-05-18,buy,000120,CJ대한통운,75600
2009-05-22,sell,000120,CJ대한통운,83500
2009-07-13,buy,000120,CJ대한통운,74900
2009-10-01,sell,000120,CJ대한통운,70100
2009-10-26,buy,000120,CJ대한통운,68600
2010-01-22,sell,000120,CJ대한통운,59000
2011-10-04,buy,000120,CJ대한통운,62100
2011-10-10,sell,000120,CJ대한통운,68600
2013-10-16,buy,000120,CJ대한통운,89200
2013-12-26,sell,000120,CJ대한통운,98500
2016-12-01,buy,000120,CJ대한통운,178000
2016-12-14,sell,000120,CJ대한통운,182500
2016-12-26,buy,000120,CJ대한통운,177000
2012-07-12,buy,139480,이마트,235000
2012-07-31,sell,139480,이마트,260000
2012-10-15,buy,139480,이마트,226000
2012-12-21,sell,139480,이마트,236000
2013-03-04,buy,139480,이마트,216000
2013-05-30,sell,139480,이마트,200000
2013-06-07,buy,139480,이마트,189000
2013-07-08,sell,139480,이마트,209000
2014-10-02,buy,139480,이마트,219000
2014-12-02,sell,139480,이마트,224500
2015-12-09,buy,139480,이마트,196500
2016-03-14,sell,139480,이마트,179000
2016-08-19,buy,139480,이마트,157000
2016-11-09,sell,139480,이마트,174000
2007-09-21,buy,086790,하나금융지주,41650
2007-10-05,sell,086790,하나금융지주,46000
2007-10-17,buy,086790,하나금융지주,41450
2007-10-29,sell,086790,하나금융지주,45800
2008-02-20,buy,086790,하나금융지주,40200
2008-04-02,sell,086790,하나금융지주,44400
2008-07-09,buy,086790,하나금융지주,36900
2008-08-05,sell,086790,하나금융지주,39250
2008-09-18,buy,086790,하나금융지주,30850
2008-12-15,sell,086790,하나금융지주,19350
2011-09-23,buy,086790,하나금융지주,29100
2011-09-28,sell,086790,하나금융지주,32200
2012-10-10,buy,086790,하나금융지주,32000
2012-12-12,sell,086790,하나금융지주,35400
2014-10-21,buy,086790,하나금융지주,34250
2014-10-29,sell,086790,하나금융지주,37800
2014-12-01,buy,086790,하나금융지주,33050
2014-12-15,sell,086790,하나금융지주,32200
2015-01-05,buy,086790,하나금융지주,31350
2015-04-03,sell,086790,하나금융지주,28400
