DATE,Target,Close_HankookTire(-1),Close_HankookTire(-2),Close_UHAN(-1),Close_UHAN(-2),Close_KIA(-1),Close_KIA(-2),Close_SKHynix(-1),Close_SKHynix(-2),Close_HDConstruct(-1),Close_HDConstruct(-2),Close_SSInsurance(-1),Close_SSInsurance(-2),Close_HDsteel(-1),Close_HDsteel(-2),Close_HDMotors(-1),Close_HDMotors(-2),Close_POSCO(-1),Close_POSCO(-2),Close_SSElectronics(-1),Close_SSElectronics(-2),Close_SSSDI(-1),Close_SSSDI(-2),Close_SSElectric(-1),Close_SSElectric(-2),Close_HDHeavy(-1),Close_HDHeavy(-2),Close_LotteChemical(-1),Close_LotteChemical(-2),Close_HDMobis(-1),Close_HDMobis(-2),Close_SKTelecom(-1),Close_SKTelecom(-2),Close_SSCNT(-1),Close_SSCNT(-2),Close_SSLife(-1),Close_SSLife(-2),Close_LGD(-1),Close_LGD(-2),Close_Naver(-1),Close_Naver(-2),Close_KAKAO(-1),Close_KAKAO(-2),Close_LGChem(-1),Close_LGChem(-2),Close_ShinhanHolding(-1),Close_ShinhanHolding(-2),Close_LGElectronics(-1),Close_LGElectronics(-2),Close_Celtrion(-1),Close_Celtrion(-2),Close_HDGlovis(-1),Close_HDGlovis(-2),Close_AmorePacific(-1),Close_AmorePacific(-2),Close_SKInnovation(-1),Close_SKInnovation(-2),Close_KBFinance(-1),Close_KBFinance(-2),Close_EMart(-1),Close_EMart(-2)
2016.7.15,94300,55600,55000,322000,315000,41300,41850,33050,32650,33500,33050,269500,272000,50800,50700,131500,135500,225500,227000,1500000,1481000,108000,105500,52200,49850,105000,106500,292500,290000,265000,261000,221000,220000,131500,131500,96200,96800,28500,28150,734000,758000,94800,94500,256000,253500,38250,38550,55900,55600,100100,99900,174500,175500,424000,426000,147000,143000,33350,33400,166500,166500
2016.7.18,93200,55300,55600,318500,322000,41900,41300,32700,33050,33950,33500,272500,269500,50500,50800,133000,131500,224500,225500,1518000,1500000,108500,108000,52000,52200,108000,105000,292000,292500,265500,265000,220500,221000,133000,131500,98000,96200,28900,28500,716000,734000,94300,94800,258000,256000,39100,38250,55600,55900,100100,100100,176500,174500,424000,424000,147000,147000,34150,33350,166000,166500
2016.7.19,93500,54300,55300,313000,318500,41350,41900,32750,32700,33850,33950,269500,272500,51600,50500,132000,133000,228000,224500,1533000,1518000,108000,108500,52100,52000,108500,108000,299000,292000,259500,265500,223000,220500,133000,133000,98400,98000,28750,28900,712000,716000,93200,94300,257500,258000,38700,39100,55400,55600,99300,100100,170500,176500,423000,424000,147000,147000,34100,34150,164500,166000
2016.7.20,93500,53700,54300,313000,313000,41700,41350,32450,32750,33450,33850,268500,269500,50300,51600,130000,132000,220000,228000,1533000,1533000,107500,108000,51800,52100,108000,108500,289000,299000,260500,259500,221000,223000,135000,133000,98200,98400,29550,28750,718000,712000,93500,93200,259000,257500,38850,38700,55100,55400,100000,99300,169000,170500,420000,423000,146000,147000,34550,34100,163500,164500
2016.7.21,92700,54100,53700,314000,313000,41700,41700,32100,32450,33050,33450,269500,268500,49700,50300,129500,130000,218500,220000,1540000,1533000,105000,107500,52400,51800,106500,108000,289000,289000,261500,260500,218000,221000,134500,135000,96500,98200,29700,29550,695000,718000,93500,93500,256000,259000,38600,38850,54300,55100,101400,100000,169500,169000,422000,420000,147000,146000,34100,34550,163500,163500
2016.7.22,92700,53500,54100,316000,314000,41650,41700,32150,32100,33050,33050,268500,269500,49500,49700,130000,129500,215500,218500,1543000,1540000,107500,105000,52300,52400,107500,106500,285500,289000,259000,261500,222500,218000,133000,134500,97500,96500,29800,29700,704000,695000,92700,93500,249000,256000,38900,38600,52800,54300,106000,101400,170000,169500,413000,422000,144500,147000,34350,34100,162500,163500
2016.7.25,92200,53700,53500,305000,316000,41650,41650,32000,32150,33850,33050,270500,268500,49900,49500,129000,130000,219500,215500,1516000,1543000,107000,107500,55300,52300,107500,107500,282500,285500,263000,259000,223500,222500,133500,133000,98200,97500,30100,29800,705000,704000,92700,92700,240500,249000,39400,38900,53200,52800,104300,106000,170500,170000,414500,413000,150000,144500,35300,34350,162500,162500
2016.7.26,91500,53300,53700,297000,305000,43100,41650,32500,32000,33800,33850,271500,270500,49400,49900,135500,129000,222500,219500,1502000,1516000,107000,107000,55800,55300,109500,107500,288000,282500,266000,263000,230000,223500,133500,133500,99300,98200,29100,30100,710000,705000,92200,92700,243000,240500,40100,39400,53400,53200,104100,104300,172500,170500,403500,414500,150500,150000,36750,35300,162500,162500
2016.7.27,91200,53700,53300,300500,297000,43050,43100,32050,32500,33500,33800,270000,271500,50700,49400,136000,135500,227000,222500,1530000,1502000,107000,107000,55900,55800,111000,109500,292500,288000,263500,266000,232000,230000,135500,133500,99500,99300,29250,29100,710000,710000,91500,92200,246500,243000,40000,40100,54400,53400,103900,104100,172500,172500,406500,403500,150000,150500,36550,36750,163500,162500
2016.7.28,91600,53600,53700,293500,300500,43150,43050,33450,32050,34950,33500,269500,270000,51500,50700,137000,136000,227500,227000,1527000,1530000,107500,107000,55900,55900,115000,111000,288000,292500,266000,263500,231000,232000,137500,135500,99400,99500,30450,29250,712000,710000,91200,91500,246500,246500,40350,40000,56200,54400,102100,103900,175000,172500,400500,406500,148000,150000,36350,36550,164500,163500
2016.7.29,90900,55500,53600,294000,293500,42500,43150,33550,33450,36500,34950,268500,269500,51400,51500,136000,137000,228500,227500,1507000,1527000,109500,107500,55000,55900,126000,115000,295000,288000,268500,266000,229500,231000,138000,137500,97700,99400,30650,30450,710000,712000,91600,91200,242500,246500,40200,40350,55000,56200,103000,102100,170500,175000,400000,400500,146000,148000,35800,36350,165500,164500
2016.8.1,91000,54200,55500,306000,294000,42150,42500,34400,33550,36800,36500,266500,268500,50600,51400,132000,136000,226500,228500,1539000,1507000,105500,109500,55200,55000,125500,126000,303500,295000,255000,268500,230000,229500,135500,138000,97300,97700,31000,30650,710000,710000,90900,91600,243500,242500,39950,40200,53500,55000,104100,103000,168000,170500,388000,400000,146000,146000,35200,35800,163500,165500
2016.8.2,91000,56600,54200,300500,306000,42250,42150,34850,34400,36650,36800,279500,266500,50800,50600,135500,132000,228000,226500,1568000,1539000,108000,105500,57400,55200,127500,125500,317000,303500,262000,255000,226500,230000,135500,135500,98200,97300,31600,31000,701000,710000,91000,90900,257000,243500,40650,39950,53600,53500,101800,104100,171000,168000,380000,388000,150000,146000,35650,35200,162500,163500
2016.8.3,93900,54700,56600,301000,300500,41750,42250,33750,34850,35750,36650,282500,279500,50100,50800,134000,135500,227500,228000,1548000,1568000,107000,108000,56300,57400,127000,127500,317500,317000,258000,262000,223500,226500,135500,135500,97600,98200,30550,31600,713000,701000,91000,91000,251000,257000,40450,40650,52900,53600,102400,101800,166500,171000,379500,380000,146000,150000,35200,35650,162500,162500
2016.8.4,92300,53000,54700,303500,301000,41000,41750,33550,33750,35300,35750,271500,282500,48800,50100,132000,134000,223000,227500,1517000,1548000,112000,107000,55200,56300,127000,127000,303500,317500,251500,258000,221000,223500,134500,135500,96600,97600,30650,30550,705000,713000,93900,91000,249500,251000,39450,40450,52700,52900,102100,102400,163000,166500,369000,379500,142000,146000,35300,35200,161000,162500
2016.8.5,92100,53000,53000,304000,303500,40800,41000,33650,33550,35600,35300,274000,271500,48550,48800,130500,132000,218000,223000,1517000,1517000,115000,112000,58800,55200,126500,127000,302000,303500,250500,251500,220500,221000,136500,134500,96100,96600,30850,30650,707000,705000,92300,93900,251000,249500,39700,39450,52500,52700,104000,102100,163500,163000,373000,369000,147000,142000,35500,35300,161500,161000
2016.8.8,91500,53000,53000,303500,304000,40900,40800,34800,33650,37100,35600,274500,274000,49500,48550,133000,130500,221500,218000,1561000,1517000,116500,115000,58900,58800,133500,126500,301000,302000,255500,250500,221000,220500,139500,136500,98300,96100,31100,30850,723000,707000,92100,92300,246500,251000,40100,39700,53500,52500,103800,104000,164000,163500,363000,373000,150000,147000,36200,35500,164500,161500
2016.8.9,92900,52500,53000,307500,303500,40900,40900,34950,34800,37250,37100,275000,274500,47750,49500,133000,133000,214000,221500,1569000,1561000,117000,116500,58600,58900,131000,133500,301000,301000,256500,255500,222000,221000,143000,139500,99900,98300,30350,31100,749000,723000,91500,92100,248000,246500,40900,40100,52700,53500,106500,103800,167500,164000,379500,363000,151000,150000,37400,36200,164000,164500
2016.8.10,92700,52300,52500,304000,307500,41650,40900,35050,34950,37300,37250,279000,275000,50100,47750,136500,133000,221000,214000,1567000,1569000,117500,117000,59500,58600,135000,131000,307500,301000,260000,256500,224500,222000,142500,143000,101000,99900,31350,30350,755000,749000,92900,91500,257500,248000,40850,40900,53700,52700,107100,106500,170500,167500,377000,379500,151500,151000,38000,37400,166000,164000
2016.8.11,91300,52200,52300,311000,304000,41150,41650,33800,35050,37300,37300,279000,279000,49500,50100,134000,136500,220500,221000,1541000,1567000,119500,117500,58300,59500,133000,135000,305000,307500,258000,260000,224000,224500,142000,142500,103000,101000,30250,31350,775000,755000,92700,92900,265500,257500,40550,40850,53300,53700,112500,107100,167500,170500,394500,377000,154500,151500,37900,38000,166500,166000
2016.8.12,89500,52900,52200,311500,311000,41700,41150,34800,33800,37650,37300,280500,279000,48600,49500,134500,134000,215500,220500,1559000,1541000,120000,119500,58700,58300,135500,133000,303000,305000,260000,258000,227000,224000,143500,142000,103000,103000,30950,30250,778000,775000,91300,92700,261500,265500,40800,40550,52500,53300,113000,112500,168500,167500,396500,394500,153000,154500,37650,37900,161500,166500
2016.8.16,88600,52400,52900,315000,311500,42400,41700,34350,34800,38200,37650,278500,280500,49950,48600,136000,134500,221000,215500,1545000,1559000,119500,120000,58600,58700,139500,135500,304500,303000,260000,260000,226500,227000,143000,143500,100500,103000,30700,30950,782000,778000,89500,91300,265000,261500,41050,40800,52400,52500,113000,113000,168500,168500,389000,396500,152000,153000,37700,37650,162000,161500
2016.8.17,88000,51500,52400,311500,315000,41600,42400,33700,34350,38000,38200,272000,278500,50200,49950,133000,136000,224500,221000,1568000,1545000,115500,119500,57600,58600,138000,139500,303000,304500,258000,260000,227000,226500,144000,143000,100000,100500,30450,30700,790000,782000,88600,89500,261500,265000,40550,41050,52800,52400,112500,113000,168500,168500,389000,389000,155500,152000,37600,37700,163000,162000
2016.8.18,86700,55000,51500,307500,311500,41400,41600,33550,33700,38100,38000,272500,272000,50600,50200,135000,133000,223000,224500,1566000,1568000,118000,115500,58000,57600,139500,138000,296000,303000,258500,258000,228000,227000,142000,144000,102500,100000,30600,30450,790000,790000,88000,88600,262500,261500,40900,40550,53400,52800,113900,112500,167000,168500,391000,389000,158000,155500,37400,37600,162000,163000
2016.8.19,84700,54200,55000,301500,307500,41150,41400,34150,33550,38200,38100,278000,272500,49950,50600,132500,135000,220000,223000,1640000,1566000,119000,118000,61300,58000,138000,139500,288500,296000,254000,258500,226500,228000,148500,142000,108000,102500,30950,30600,801000,790000,86700,88000,259000,262500,40650,40900,53100,53400,113300,113900,167000,167000,384000,391000,154000,158000,37200,37400,160000,162000
2016.8.22,82700,54500,54200,297000,301500,41250,41150,35400,34150,39550,38200,271000,278000,50000,49950,132500,132500,218000,220000,1675000,1640000,118500,119000,60100,61300,139000,138000,293000,288500,258000,254000,224000,226500,152500,148500,103000,108000,32150,30950,805000,801000,84700,86700,262000,259000,39950,40650,52200,53100,113900,113300,168500,167000,375000,384000,155500,154000,37200,37200,157000,160000
2016.8.23,80500,55100,54500,291000,297000,41500,41250,36000,35400,39250,39550,266500,271000,49950,50000,132000,132500,218000,218000,1665000,1675000,124000,118500,60000,60100,135500,139000,283000,293000,257500,258000,221000,224000,152500,152500,102000,103000,32150,32150,795000,805000,82700,84700,268500,262000,40150,39950,52400,52200,110800,113900,171000,168500,377000,375000,152500,155500,37100,37200,156000,157000
2016.8.24,82500,53600,55100,297000,291000,42000,41500,35600,36000,40050,39250,269000,266500,49550,49950,132500,132000,217000,218000,1687000,1665000,122000,124000,59300,60000,135500,135500,277000,283000,252000,257500,220000,221000,151500,152500,99800,102000,31500,32150,806000,795000,80500,82700,269000,268500,40200,40150,51500,52400,109500,110800,167500,171000,387500,377000,146000,152500,37300,37100,155000,156000
2016.8.25,81000,55300,53600,297500,297000,42550,42000,35750,35600,39450,40050,268500,269000,51500,49550,135500,132500,224000,217000,1653000,1687000,121000,122000,58800,59300,134500,135500,276000,277000,250000,252000,220500,220000,148000,151500,101500,99800,31400,31500,812000,806000,82500,80500,267000,269000,39850,40200,51100,51500,111000,109500,180000,167500,384500,387500,148000,146000,36850,37300,154500,155000
2016.8.26,81000,55500,55300,298000,297500,42900,42550,35700,35750,38900,39450,266000,268500,51000,51500,136500,135500,224500,224000,1639000,1653000,121500,121000,59500,58800,135000,134500,281000,276000,253500,250000,220500,220500,151000,148000,102000,101500,30800,31400,804000,812000,81000,82500,268000,267000,40600,39850,52100,51100,110100,111000,184000,180000,377000,384500,142500,148000,38100,36850,156000,154500
2016.8.29,79300,55000,55500,300500,298000,42350,42900,36250,35700,38850,38900,264000,266000,50500,51000,135500,136500,222500,224500,1612000,1639000,119000,121500,57800,59500,129500,135000,282500,281000,258500,253500,222500,220500,149500,151000,103500,102000,30500,30800,805000,804000,81000,81000,268500,268000,40050,40600,52100,52100,109300,110100,180000,184000,381000,377000,143500,142500,37350,38100,158000,156000
2016.8.30,80000,55000,55000,297000,300500,41700,42350,36250,36250,38400,38850,264000,264000,50200,50500,134000,135500,226500,222500,1640000,1612000,117500,119000,56700,57800,131500,129500,271000,282500,259000,258500,221000,222500,148500,149500,104000,103500,30500,30500,810000,805000,79300,81000,263500,268500,40550,40050,51500,52100,105900,109300,178000,180000,387000,381000,139000,143500,38400,37350,155000,158000
2016.8.31,81300,54200,55000,294500,297000,41750,41700,36300,36250,38450,38400,269000,264000,51000,50200,132500,134000,229500,226500,1645000,1640000,116000,117500,54800,56700,130500,131500,270500,271000,260000,259000,220500,221000,152500,148500,105000,104000,31200,30500,821000,810000,80000,79300,264000,263500,40750,40550,52200,51500,106000,105900,176500,178000,388000,387000,142000,139000,38750,38400,156500,155000
2016.9.1,82100,55800,54200,288500,294500,41950,41750,36450,36300,38550,38450,270000,269000,51300,51000,133000,132500,231000,229500,1620000,1645000,115500,116000,53200,54800,137500,130500,268000,270500,260500,260000,218500,220500,151500,152500,103000,105000,30050,31200,845000,821000,81300,80000,270500,264000,41000,40750,51500,52200,106800,106000,183500,176500,386000,388000,145500,142000,38900,38750,157500,156500
2016.9.2,81000,55800,55800,285500,288500,41700,41950,36100,36450,39950,38550,280000,270000,51500,51300,131500,133000,232000,231000,1587000,1620000,108500,115500,52000,53200,137000,137500,273500,268000,266500,260500,216500,218500,150500,151500,106000,103000,29650,30050,829000,845000,82100,81300,270000,270500,41500,41000,51100,51500,109500,106800,185500,183500,395500,386000,147500,145500,39550,38900,156000,157500
2016.9.5,81000,56000,55800,286500,285500,41750,41700,36650,36100,39050,39950,281500,280000,51500,51500,135000,131500,231000,232000,1597000,1587000,108500,108500,52700,52000,136000,137000,277000,273500,263500,266500,216000,216500,151000,150500,106000,106000,29750,29650,831000,829000,81000,82100,263000,270000,41000,41500,51500,51100,109100,109500,186500,185500,406000,395500,146500,147500,39000,39550,156500,156000
2016.9.6,81200,56500,56000,286000,286500,42300,41750,37500,36650,39600,39050,285000,281500,52900,51500,139000,135000,236500,231000,1606000,1597000,105500,108500,52600,52700,142000,136000,280500,277000,274000,263500,220500,216000,152500,151000,106000,106000,30850,29750,850000,831000,81000,81000,267000,263000,41400,41000,53100,51500,109600,109100,185000,186500,396000,406000,150000,146500,39750,39000,159500,156500
2016.9.7,80000,56800,56500,286000,286000,42700,42300,38000,37500,39600,39600,286500,285000,53800,52900,139500,139000,237000,236500,1643000,1606000,108500,105500,53600,52600,142000,142000,274000,280500,287000,274000,219500,220500,152000,152500,105500,106000,30800,30850,843000,850000,81200,81000,251500,267000,41100,41400,53900,53100,111700,109600,187500,185000,398000,396000,150000,150000,39500,39750,158500,159500
2016.9.8,81800,59200,56800,281000,286000,42700,42700,37900,38000,38750,39600,284000,286500,55100,53800,139000,139500,238500,237000,1621000,1643000,106500,108500,53000,53600,143000,142000,272500,274000,280500,287000,221000,219500,150500,152000,106500,105500,30700,30800,872000,843000,80000,81200,249500,251500,41300,41100,52900,53900,110700,111700,191500,187500,391000,398000,152000,150000,39900,39500,157000,158500
2016.9.9,80600,59800,59200,282500,281000,44200,42700,38700,37900,38550,38750,285500,284000,53700,55100,139000,139000,231500,238500,1639000,1621000,105500,106500,52500,53000,140500,143000,272000,272500,283000,280500,223500,221000,148500,150500,106500,106500,29200,30700,869000,872000,81800,80000,248000,249500,41050,41300,51800,52900,109000,110700,192000,191500,399000,391000,151000,152000,39400,39900,156500,157000
2016.9.12,79900,59000,59800,279000,282500,44550,44200,38950,38700,39000,38550,285000,285500,54300,53700,139500,139000,231500,231500,1575000,1639000,102500,105500,51600,52500,142000,140500,272000,272000,279500,283000,222000,223500,146000,148500,105500,106500,29350,29200,847000,869000,80600,81800,248500,248000,41300,41050,51500,51800,109000,109000,191000,192000,390000,399000,152000,151000,39750,39400,156000,156500
2016.9.13,80500,59100,59000,279500,279000,44700,44550,37000,38950,36900,39000,285500,285000,52200,54300,138500,139500,224500,231500,1465000,1575000,96500,102500,47700,51600,133500,142000,269000,272000,279500,279500,219000,222000,141500,146000,105500,105500,28400,29350,840000,847000,79900,80600,245500,248500,40750,41300,51200,51500,107000,109000,189000,191000,383500,390000,152500,152000,39300,39750,155500,156000
2016.9.19,80500,58300,59100,273000,279500,44000,44700,37800,37000,36450,36900,278000,285500,51200,52200,138500,138500,224000,224500,1527000,1465000,97900,96500,48700,47700,132500,133500,275500,269000,280000,279500,217500,219000,146000,141500,103500,105500,27900,28400,841000,840000,80500,79900,237500,245500,40050,40750,50000,51200,108200,107000,192500,189000,378000,383500,151500,152500,38350,39300,155000,155500
2016.9.20,82200,59200,58300,271000,273000,44250,44000,39200,37800,36800,36450,280000,278000,50100,51200,137000,138500,220000,224000,1558000,1527000,98200,97900,48750,48700,136000,132500,277500,275500,287000,280000,217000,217500,144500,146000,104500,103500,28450,27900,856000,841000,80500,80500,233000,237500,39850,40050,50000,50000,107100,108200,188500,192500,389000,378000,153500,151500,38400,38350,153500,155000
2016.9.21,82300,59400,59200,280000,271000,44400,44250,39250,39200,37050,36800,277500,280000,49700,50100,138500,137000,221500,220000,1585000,1558000,97300,98200,48900,48750,132500,136000,279000,277500,286500,287000,217000,217000,146000,144500,103000,104500,28300,28450,836000,856000,82200,80500,232500,233000,39500,39850,49200,50000,109800,107100,188000,188500,390000,389000,152500,153500,38500,38400,156000,153500
2016.9.22,84500,61000,59400,286500,280000,44100,44400,39150,39250,37000,37050,282500,277500,50400,49700,138000,138500,225000,221500,1592000,1585000,100000,97300,49900,48900,133000,132500,280000,279000,281500,286500,216000,217000,146500,146000,104500,103000,29250,28300,855000,836000,82300,82200,241000,232500,40050,39500,50300,49200,109900,109800,186500,188000,386000,390000,154500,152500,38900,38500,157000,156000
2016.9.23,83600,60100,61000,286500,286500,44000,44100,39400,39150,37800,37000,282000,282500,50400,50400,138000,138000,226000,225000,1618000,1592000,99500,100000,49550,49900,136000,133000,286000,280000,286000,281500,218000,216000,147000,146500,103500,104500,29200,29250,873000,855000,84500,82300,238500,241000,39700,40050,49750,50300,110300,109900,187500,186500,394000,386000,154000,154500,38550,38900,157000,157000
2016.9.26,82600,60800,60100,292500,286500,44800,44000,39350,39400,38350,37800,287500,282000,51000,50400,142000,138000,227000,226000,1571000,1618000,98600,99500,49150,49550,138000,136000,287500,286000,288000,286000,220500,218000,146000,147000,106500,103500,29150,29200,878000,873000,83600,84500,239000,238500,40100,39700,50100,49750,110300,110300,188500,187500,399000,394000,159000,154000,38950,38550,158000,157000
2016.9.27,83600,60800,60800,293500,292500,43750,44800,39500,39350,37850,38350,285000,287500,50600,51000,140500,142000,224000,227000,1568000,1571000,98500,98600,48700,49150,136000,138000,286500,287500,284000,288000,221000,220500,144000,146000,105500,106500,28600,29150,876000,878000,82600,83600,242500,239000,40450,40100,49900,50100,109700,110300,186500,188500,399000,399000,159500,159000,38650,38950,158000,158000
2016.9.28,82800,62300,60800,296000,293500,44200,43750,41150,39500,39000,37850,282000,285000,51800,50600,141500,140500,230500,224000,1569000,1568000,98300,98500,48950,48700,139000,136000,288500,286500,288000,284000,222000,221000,145500,144000,104000,105500,28950,28600,884000,876000,83600,82600,244000,242500,40550,40450,50200,49900,109200,109700,187000,186500,400000,399000,157500,159500,38650,38650,157000,158000
2016.9.29,82700,63200,62300,293000,296000,42900,44200,41200,41150,38800,39000,282500,282000,51200,51800,138500,141500,229500,230500,1567000,1569000,97800,98300,48350,48950,135500,139000,291500,288500,284000,288000,222500,222000,145500,145500,104000,104000,28500,28950,887000,884000,82800,83600,242000,244000,40350,40550,49000,50200,108700,109200,186000,187000,396000,400000,153500,157500,38250,38650,157000,157000
2016.9.30,81800,60300,63200,287500,293000,42950,42900,40200,41200,40000,38800,283500,282500,51200,51200,139500,138500,230000,229500,1600000,1567000,98000,97800,49350,48350,140000,135500,301000,291500,282000,284000,226000,222500,148500,145500,105500,104000,28450,28500,900000,887000,82700,82800,244000,242000,40600,40350,48800,49000,108000,108700,186000,186000,390000,396000,161500,153500,38000,38250,157000,157000
2016.10.4,81200,59400,60300,277500,287500,42150,42950,40200,40200,39250,40000,279500,283500,50800,51200,135500,139500,227000,230000,1598000,1600000,96000,98000,48900,49350,138000,140000,298000,301000,275000,282000,226000,226000,149000,148500,105500,105500,28100,28450,883000,900000,81800,82700,241500,244000,40150,40600,47900,48800,106400,108000,181000,186000,389000,390000,161500,161500,37850,38000,157500,157000
2016.10.5,85500,59300,59400,282500,277500,42300,42150,41800,40200,39000,39250,282500,279500,50400,50800,139000,135500,231500,227000,1614000,1598000,97400,96000,49050,48900,140000,138000,308000,298000,280000,275000,224500,226000,150500,149000,105000,105500,28000,28100,858000,883000,81200,81800,237500,241500,40700,40150,47350,47900,108100,106400,181000,181000,394500,389000,159500,161500,38400,37850,158000,157500
2016.10.6,85300,59500,59300,278500,282500,42150,42300,42600,41800,39300,39000,277000,282500,50200,50400,140000,139000,230000,231500,1619000,1614000,95500,97400,48400,49050,140000,140000,303000,308000,276500,280000,222500,224500,152000,150500,104500,105000,28650,28000,867000,858000,85500,81200,240000,237500,40700,40700,48150,47350,106100,108100,180500,181000,389000,394500,159500,159500,38100,38400,157500,158000
2016.10.7,83400,59100,59500,272000,278500,42250,42150,42550,42600,40200,39300,281000,277000,49950,50200,139000,140000,230500,230000,1691000,1619000,96100,95500,48450,48400,146000,140000,300500,303000,272500,276500,219000,222500,164000,152000,109000,104500,28400,28650,861000,867000,85300,85500,234000,240000,40400,40700,48600,48150,106000,106100,183000,180500,381000,389000,156500,159500,38750,38100,157000,157500
2016.10.10,82600,59300,59100,263000,272000,42150,42250,42200,42550,40500,40200,279000,281000,49200,49950,136500,139000,226000,230500,1706000,1691000,95700,96100,48150,48450,149500,146000,303500,300500,278000,272500,216000,219000,165500,164000,110500,109000,29650,28400,843000,861000,83400,85300,233500,234000,39950,40400,48400,48600,106600,106000,178500,183000,359500,381000,157500,156500,38400,38750,155000,157000
2016.10.11,81500,59700,59300,263500,263000,41700,42150,41300,42200,41150,40500,283500,279000,49750,49200,133500,136500,229000,226000,1680000,1706000,92600,95700,47800,48150,151500,149500,301500,303500,279000,278000,219500,216000,162000,165500,106500,110500,29950,29650,872000,843000,82600,83400,232500,233500,40900,39950,50900,48400,106100,106600,178500,178500,367000,359500,158500,157500,39200,38400,158000,155000
2016.10.12,80200,61000,59700,262500,263500,42050,41700,41300,41300,42900,41150,288000,283500,50100,49750,134500,133500,233500,229000,1545000,1680000,93600,92600,47500,47800,153000,151500,311000,301500,274500,279000,219500,219500,155500,162000,106000,106500,29550,29950,862000,872000,81500,82600,235000,232500,41750,40900,53500,50900,102600,106100,179000,178500,371000,367000,162000,158500,40000,39200,159500,158000
2016.10.13,79300,60800,61000,263000,262500,42400,42050,41250,41300,42250,42900,284000,288000,50600,50100,136500,134500,234500,233500,1535000,1545000,95700,93600,48050,47500,152500,153000,310500,311000,273500,274500,219000,219500,161500,155500,105500,106000,29350,29550,864000,862000,80200,81500,237000,235000,42100,41750,51600,53500,102100,102600,178000,179000,371000,371000,158000,162000,39500,40000,163000,159500
2016.10.14,79300,58000,60800,262000,263000,42000,42400,40950,41250,41850,42250,280000,284000,48850,50600,134000,136500,227500,234500,1557000,1535000,94700,95700,47300,48050,151000,152500,296500,310500,270500,273500,219500,219000,161500,161500,105000,105500,29300,29350,827000,864000,79300,80200,230500,237000,41350,42100,50200,51600,102100,102100,174000,178000,373500,371000,156500,158000,38950,39500,163500,163000
2016.10.17,80500,58000,58000,251500,262000,41350,42000,41550,40950,42250,41850,280500,280000,48850,48850,133000,134000,231000,227500,1577000,1557000,94000,94700,47550,47300,147000,151000,302000,296500,266500,270500,221000,219500,163500,161500,106000,105000,29950,29300,844000,827000,79300,79300,232500,230500,41950,41350,50300,50200,102500,102100,173000,174000,368000,373500,154500,156500,39150,38950,167000,163500
2016.10.18,80800,57800,58000,256000,251500,41650,41350,42300,41550,41700,42250,280000,280500,49400,48850,133000,133000,232000,231000,1590000,1577000,92400,94000,47300,47550,148500,147000,309500,302000,265500,266500,225500,221000,163000,163500,106500,106000,29600,29950,851000,844000,80500,79300,240000,232500,42550,41950,50000,50300,100000,102500,176500,173000,370000,368000,155000,154500,39800,39150,166000,167000
2016.10.19,81700,57000,57800,259000,256000,41650,41650,41650,42300,42650,41700,280500,280000,51100,49400,134500,133000,240000,232000,1589000,1590000,94300,92400,47300,47300,153000,148500,316000,309500,263500,265500,227500,225500,163500,163000,108500,106500,28800,29600,846000,851000,80800,80500,245000,240000,43900,42550,49900,50000,107000,100000,179000,176500,372000,370000,157500,155000,41200,39800,167000,166000
2016.10.20,81000,57000,57000,259500,259000,41450,41650,40050,41650,42700,42650,282000,280500,51100,51100,133000,134500,240000,240000,1625000,1589000,93500,94300,47350,47300,149000,153000,309000,316000,258500,263500,229000,227500,164500,163500,108500,108500,28700,28800,829000,846000,81700,80800,244500,245000,44050,43900,49900,49900,107100,107000,174500,179000,370500,372000,158000,157500,41100,41200,166500,167000
2016.10.21,80600,56900,57000,255000,259500,40800,41450,40050,40050,42000,42700,289500,282000,51600,51100,132000,133000,239500,240000,1620000,1625000,93500,93500,47100,47350,152000,149000,307000,309000,260000,258500,224500,229000,161500,164500,109500,108500,29100,28700,844000,829000,81000,81700,251000,244500,43900,44050,50700,49900,105000,107100,174000,174500,370500,370500,161000,158000,41700,41100,168000,166500
2016.10.24,80700,56500,56900,257500,255000,41050,40800,40950,40050,42950,42000,287500,289500,51300,51600,133500,132000,241500,239500,1589000,1620000,92600,93500,48150,47100,152500,152000,307500,307000,260500,260000,224000,224500,160500,161500,107500,109500,28500,29100,831000,844000,80600,81000,250500,251000,43800,43900,50300,50700,106000,105000,177000,174000,370000,370500,158000,161000,42400,41700,167000,168000
2016.10.25,82300,56000,56500,259000,257500,41350,41050,40150,40950,43200,42950,290000,287500,52400,51300,134500,133500,246500,241500,1608000,1589000,92500,92600,48350,48150,155500,152500,305500,307500,261500,260500,227500,224000,167500,160500,110500,107500,29350,28500,833000,831000,80700,80600,251000,250500,43950,43800,51300,50300,104200,106000,175500,177000,372000,370000,159000,158000,43350,42400,167500,167000
2016.10.26,80900,56800,56000,253500,259000,41650,41350,41050,40150,44400,43200,294500,290000,53100,52400,138000,134500,249000,246500,1597000,1608000,92300,92500,47800,48350,155500,155500,310500,305500,267000,261500,231500,227500,169000,167500,111500,110500,29800,29350,837000,833000,82300,80700,248500,251000,44150,43950,50100,51300,103700,104200,181000,175500,345500,372000,158000,159000,43900,43350,165500,167500
