datetime,close,high,low,open,volume
2017-09-21,335000.0,343500.0,333000.0,342000.0,220726.0
2017-09-20,338000.0,345000.0,335500.0,339500.0,325216.0
2017-09-19,338000.0,343500.0,321500.0,328500.0,382530.0
2017-09-18,328500.0,338500.0,326500.0,335500.0,437031.0
2017-09-15,326500.0,332000.0,320500.0,321000.0,375992.0
2017-09-14,324000.0,325500.0,302000.0,304500.0,487784.0
2017-09-13,303000.0,309000.0,301000.0,308000.0,366284.0
2017-09-12,305000.0,306000.0,286500.0,287500.0,745221.0
2017-09-11,286000.0,287000.0,280500.0,284000.0,133946.0
2017-09-08,284000.0,288000.0,283500.0,286500.0,104874.0
2017-09-07,284000.0,289000.0,282500.0,287000.0,203062.0
2017-09-06,284500.0,286000.0,275000.0,275500.0,230105.0
2017-09-05,275500.0,278000.0,274500.0,277000.0,85742.0
2017-09-04,276000.0,278500.0,271000.0,271000.0,138525.0
2017-09-01,280500.0,285500.0,280000.0,285000.0,110519.0
2017-08-31,283000.0,285000.0,282500.0,284500.0,105048.0
2017-08-30,282000.0,283000.0,279500.0,281500.0,89762.0
2017-08-29,281500.0,281500.0,276000.0,277500.0,110252.0
2017-08-28,280000.0,283000.0,279000.0,280000.0,98871.0
2017-08-25,280000.0,290000.0,278000.0,288000.0,270676.0
2017-08-24,279500.0,282500.0,277500.0,281000.0,118942.0
2017-08-23,281000.0,288500.0,279000.0,287500.0,198686.0
2017-08-22,286000.0,288000.0,278500.0,279000.0,362272.0
2017-08-21,274500.0,276500.0,273000.0,275500.0,106156.0
2017-08-18,273000.0,275000.0,270500.0,271000.0,88407.0
2017-08-17,272000.0,277500.0,271000.0,274000.0,92617.0
2017-08-16,273500.0,277000.0,272000.0,275000.0,101161.0
2017-08-14,271000.0,272000.0,268000.0,268500.0,127107.0
2017-08-11,264000.0,268000.0,262000.0,262000.0,184944.0
2017-08-10,269000.0,274000.0,265500.0,270000.0,167318.0
2017-08-09,271500.0,276000.0,271000.0,274000.0,135577.0
2017-08-08,277000.0,285500.0,276000.0,282000.0,159977.0
2017-08-07,280500.0,284500.0,276000.0,278000.0,183737.0
2017-08-04,278000.0,282500.0,276000.0,279500.0,107470.0
2017-08-03,279500.0,282000.0,271500.0,280000.0,173952.0
2017-08-02,279000.0,281500.0,276000.0,281500.0,109780.0
2017-08-01,280000.0,282000.0,266500.0,267000.0,187075.0
2017-07-31,272000.0,277500.0,262000.0,265500.0,167656.0
2017-07-28,270000.0,275000.0,268500.0,274000.0,220740.0
2017-07-27,278000.0,288000.0,277000.0,287500.0,237334.0
2017-07-26,285500.0,293000.0,282000.0,292500.0,283123.0
2017-07-25,287000.0,292000.0,274500.0,275000.0,606363.0
2017-07-24,273000.0,273000.0,269500.0,270000.0,133454.0
2017-07-21,270000.0,272000.0,262500.0,262500.0,208794.0
2017-07-20,264500.0,267000.0,261500.0,265500.0,170384.0
2017-07-19,263000.0,264500.0,251500.0,257000.0,465486.0
2017-07-18,260500.0,270000.0,259000.0,267500.0,389625.0
2017-07-17,267000.0,273500.0,261000.0,263500.0,378941.0
2017-07-14,266000.0,275000.0,260000.0,275000.0,720080.0
2017-07-13,275000.0,286000.0,272000.0,282500.0,457163.0
2017-07-12,280000.0,291500.0,280000.0,289000.0,312073.0
2017-07-11,289500.0,293000.0,286500.0,292000.0,119973.0
2017-07-10,291000.0,295000.0,289000.0,293000.0,137978.0
2017-07-07,290500.0,294500.0,285500.0,288500.0,175545.0
2017-07-06,289500.0,297500.0,288500.0,290000.0,273210.0
2017-07-05,289000.0,292000.0,285000.0,291500.0,177422.0
2017-07-04,289000.0,291000.0,278000.0,282000.0,416925.0
2017-07-03,280500.0,291500.0,276000.0,291000.0,511043.0
2017-06-30,292000.0,308500.0,286500.0,295500.0,855923.0
2017-06-29,297000.0,302000.0,283500.0,285000.0,770998.0
2017-06-28,281500.0,282000.0,277500.0,279500.0,376723.0
2017-06-27,283500.0,284500.0,270500.0,275000.0,521770.0
2017-06-26,282500.0,300000.0,252500.0,253500.0,1506559.0
2017-06-23,249000.0,249500.0,238500.0,238500.0,397068.0
2017-06-22,238000.0,239500.0,232000.0,235000.0,231638.0
2017-06-21,233000.0,237000.0,226500.0,231000.0,364101.0
2017-06-20,234000.0,243000.0,233000.0,243000.0,313772.0
2017-06-19,240500.0,243500.0,238500.0,241500.0,176598.0
2017-06-16,240000.0,243000.0,236000.0,238500.0,240682.0
2017-06-15,240000.0,246500.0,237000.0,244000.0,296745.0
2017-06-14,243500.0,250000.0,237000.0,250000.0,461481.0
2017-06-13,245000.0,245000.0,231000.0,231500.0,525605.0
2017-06-12,228500.0,232500.0,225000.0,225000.0,362302.0
2017-06-09,224500.0,232500.0,223500.0,231500.0,758098.0
2017-06-08,235500.0,254000.0,230000.0,248500.0,1440876.0
2017-06-07,245000.0,245000.0,229000.0,231500.0,512783.0
2017-06-05,232500.0,232500.0,227000.0,231500.0,354430.0
2017-06-02,231500.0,237000.0,225000.0,232500.0,612238.0
2017-06-01,229000.0,229000.0,217500.0,220000.0,457129.0
2017-05-31,220000.0,220000.0,211000.0,213000.0,628168.0
2017-05-30,211500.0,215000.0,207500.0,214000.0,325679.0
2017-05-29,213000.0,219500.0,207000.0,210500.0,462314.0
2017-05-26,213500.0,215500.0,203000.0,205000.0,432433.0
2017-05-25,204000.0,206500.0,198500.0,200000.0,263556.0
2017-05-24,200000.0,200500.0,195500.0,197500.0,303725.0
2017-05-23,196000.0,196000.0,192500.0,193500.0,188618.0
2017-05-22,193000.0,194000.0,190000.0,193000.0,162889.0
2017-05-19,192500.0,192500.0,189000.0,192000.0,140004.0
2017-05-18,191000.0,191500.0,187000.0,188000.0,286608.0
2017-05-17,189000.0,189000.0,186000.0,187500.0,131398.0
2017-05-16,187000.0,187500.0,185000.0,187000.0,114999.0
2017-05-15,186500.0,187000.0,184000.0,185500.0,114199.0
2017-05-12,185000.0,185500.0,182500.0,185000.0,101233.0
2017-05-11,185000.0,186000.0,180000.0,181000.0,253559.0
2017-05-10,180000.0,184000.0,179500.0,184000.0,225215.0
2017-05-08,183500.0,184000.0,180500.0,182000.0,192997.0
2017-05-04,180000.0,180500.0,177000.0,180000.0,140754.0
2017-05-02,179000.0,179500.0,175000.0,175000.0,136537.0
2017-04-28,175000.0,182000.0,173500.0,181500.0,368714.0
2017-04-27,181500.0,183500.0,181000.0,182500.0,149292.0
2017-04-26,181000.0,187500.0,180500.0,187000.0,253945.0
2017-04-25,184000.0,185000.0,181000.0,184000.0,142184.0
2017-04-24,183000.0,190500.0,183000.0,190000.0,265172.0
2017-04-21,187000.0,191000.0,184500.0,185500.0,236304.0
2017-04-20,183500.0,185000.0,182000.0,184500.0,86643.0
2017-04-19,184000.0,186000.0,181000.0,182000.0,182207.0
2017-04-18,182000.0,182500.0,179500.0,182500.0,74003.0
2017-04-17,181000.0,181500.0,179000.0,179000.0,84139.0
2017-04-14,179000.0,180000.0,178000.0,178500.0,54603.0
2017-04-13,179500.0,181000.0,178500.0,181000.0,85096.0
2017-04-12,180000.0,180000.0,176000.0,176500.0,130316.0
2017-04-11,177000.0,177500.0,174000.0,174500.0,150062.0
2017-04-10,173500.0,177500.0,173500.0,177000.0,136840.0
2017-04-07,178000.0,182000.0,177000.0,181500.0,156795.0
2017-04-06,181000.0,182000.0,179000.0,181000.0,133564.0
2017-04-05,182000.0,182000.0,176500.0,177000.0,172926.0
2017-04-04,177500.0,177500.0,174000.0,176000.0,110722.0
2017-04-03,176000.0,177500.0,171500.0,171500.0,215082.0
2017-03-31,173000.0,175500.0,171000.0,174500.0,387922.0
2017-03-30,177000.0,180000.0,173000.0,177000.0,595964.0
2017-03-29,183500.0,188500.0,183000.0,187000.0,119613.0
2017-03-28,185000.0,186500.0,182500.0,184000.0,105091.0
2017-03-27,182000.0,187500.0,181000.0,186500.0,176930.0
2017-03-24,187500.0,192000.0,185500.0,187000.0,189997.0
2017-03-23,187000.0,193000.0,184000.0,190000.0,282973.0
2017-03-22,188000.0,195000.0,186000.0,189000.0,341350.0
2017-03-21,193000.0,199500.0,186500.0,187500.0,495295.0
2017-03-20,187500.0,188000.0,177000.0,180000.0,362620.0
2017-03-17,180500.0,181000.0,175500.0,176000.0,302822.0
2017-03-16,176500.0,176500.0,174000.0,174000.0,189001.0
2017-03-15,173500.0,173500.0,168500.0,171000.0,133554.0
2017-03-14,171000.0,175000.0,170000.0,172500.0,133248.0
2017-03-13,173000.0,173000.0,169500.0,170000.0,137838.0
2017-03-10,171000.0,171000.0,167000.0,168000.0,149330.0
2017-03-09,168000.0,171000.0,168000.0,170000.0,109589.0
2017-03-08,170000.0,172000.0,168000.0,169000.0,271238.0
2017-03-07,168000.0,168000.0,163500.0,164500.0,137830.0
2017-03-06,164500.0,165500.0,162000.0,162500.0,93995.0
2017-03-03,162000.0,163000.0,160500.0,161500.0,73606.0
2017-03-02,161500.0,166000.0,161000.0,165000.0,151100.0
2017-02-28,164500.0,168000.0,162500.0,167000.0,151499.0
2017-02-27,166500.0,167500.0,164000.0,167000.0,89333.0
2017-02-24,165500.0,168000.0,165000.0,167500.0,84069.0
2017-02-23,168000.0,168000.0,165000.0,165000.0,144561.0
2017-02-22,165000.0,167000.0,164000.0,166500.0,106637.0
2017-02-21,165500.0,166000.0,160500.0,161000.0,163959.0
2017-02-20,161000.0,161500.0,159000.0,159500.0,76203.0
2017-02-17,160500.0,160500.0,155000.0,155500.0,192999.0
2017-02-16,159000.0,162500.0,158500.0,161000.0,132573.0
2017-02-15,160500.0,161500.0,156000.0,156000.0,130426.0
2017-02-14,156500.0,159500.0,156500.0,158000.0,150832.0
2017-02-13,158000.0,159500.0,155500.0,156000.0,177206.0
2017-02-10,158000.0,161000.0,156000.0,160000.0,704753.0
2017-02-09,161000.0,166000.0,160500.0,163000.0,219373.0
2017-02-08,163000.0,172000.0,161500.0,171500.0,374070.0
2017-02-07,171500.0,172500.0,167000.0,168500.0,212751.0
2017-02-06,168500.0,172500.0,167000.0,172000.0,251528.0
2017-02-03,173000.0,176500.0,171500.0,173500.0,399421.0
2017-02-02,171500.0,173000.0,162500.0,163500.0,597838.0
2017-02-01,163000.0,163000.0,159500.0,162000.0,138216.0
2017-01-31,161000.0,164000.0,160500.0,162000.0,228987.0
2017-01-26,161000.0,164000.0,155500.0,156500.0,407193.0
2017-01-25,155000.0,156500.0,152500.0,156000.0,140686.0
2017-01-24,155000.0,156000.0,152500.0,155500.0,112281.0
2017-01-23,155500.0,156500.0,154000.0,156000.0,89506.0
2017-01-20,155000.0,155500.0,152000.0,152500.0,79754.0
2017-01-19,152500.0,156500.0,152000.0,155500.0,96398.0
2017-01-18,153000.0,153500.0,152000.0,153000.0,73671.0
2017-01-17,152000.0,154000.0,150000.0,151000.0,110949.0
2017-01-16,151500.0,154500.0,151000.0,154000.0,125534.0
2017-01-13,153000.0,158000.0,152500.0,155000.0,185131.0
2017-01-12,157000.0,158500.0,154500.0,157500.0,151742.0
2017-01-11,159000.0,161000.0,151500.0,151500.0,353023.0
2017-01-10,151000.0,154000.0,150500.0,154000.0,156701.0
2017-01-09,154500.0,158000.0,153000.0,157500.0,124880.0
2017-01-06,157500.0,158500.0,155500.0,158000.0,88105.0
2017-01-05,157500.0,158000.0,156000.0,156000.0,96008.0
2017-01-04,154500.0,161000.0,154500.0,159500.0,180143.0
2017-01-03,158000.0,158000.0,154500.0,156500.0,163655.0
2017-01-02,156500.0,158000.0,151000.0,151500.0,242245.0
2016-12-29,151000.0,152500.0,149500.0,151000.0,125878.0
2016-12-28,152000.0,155000.0,147000.0,147500.0,316778.0
2016-12-27,145500.0,147000.0,144000.0,144000.0,107780.0
2016-12-26,144000.0,145500.0,144000.0,145000.0,62989.0
2016-12-23,144000.0,146500.0,144000.0,144000.0,86513.0
2016-12-22,144000.0,149000.0,144000.0,148000.0,155240.0
2016-12-21,148000.0,153000.0,148000.0,152500.0,147143.0
2016-12-20,151500.0,153500.0,150000.0,151500.0,266217.0
2016-12-19,150000.0,151000.0,143000.0,144000.0,354223.0
2016-12-16,144500.0,144500.0,141500.0,143000.0,232511.0
2016-12-15,142500.0,144000.0,141000.0,142500.0,202359.0
2016-12-14,143500.0,147000.0,142500.0,147000.0,185937.0
2016-12-13,145500.0,145500.0,141000.0,143500.0,240688.0
2016-12-12,143000.0,148000.0,142500.0,145000.0,314792.0
2016-12-09,145000.0,150500.0,144500.0,150500.0,288245.0
2016-12-08,150500.0,154500.0,147000.0,152500.0,359764.0
2016-12-07,150500.0,152000.0,146500.0,146500.0,345673.0
2016-12-06,146000.0,148000.0,142500.0,142500.0,409654.0
2016-12-05,142000.0,146500.0,142000.0,143500.0,406959.0
2016-12-02,142000.0,146000.0,139000.0,144500.0,702548.0
2016-12-01,144500.0,154000.0,144000.0,153500.0,852285.0
2016-11-30,154000.0,158500.0,150500.0,156000.0,2444923.0
2016-11-29,157000.0,159000.0,151000.0,157500.0,893920.0
2016-11-28,161500.0,165500.0,159000.0,161000.0,411331.0
2016-11-25,162000.0,163500.0,153000.0,154000.0,702370.0
2016-11-24,155500.0,165500.0,155500.0,165000.0,837894.0
2016-11-23,166000.0,172500.0,165000.0,172500.0,459085.0
2016-11-22,171000.0,174000.0,169000.0,170000.0,568241.0
2016-11-21,169000.0,172000.0,164000.0,167500.0,642124.0
2016-11-18,168000.0,168000.0,157500.0,167000.0,1312450.0
2016-11-17,167500.0,177500.0,167500.0,176500.0,912260.0
2016-11-16,170000.0,173000.0,163500.0,168500.0,1660976.0
2016-11-15,166000.0,181500.0,162500.0,179000.0,2592949.0
2016-11-14,175500.0,177500.0,165000.0,165000.0,2977177.0
2016-11-11,161500.0,186500.0,142000.0,149500.0,8140539.0
2016-11-10,144000.0,148000.0,125500.0,135000.0,7179018.0
