datetime,close,high,low,open,volume
2017-09-21,64500.0,67800.0,63500.0,67000.0,68937.0
2017-09-20,67600.0,69800.0,67600.0,69800.0,24154.0
2017-09-19,68900.0,69900.0,68300.0,68600.0,9618.0
2017-09-18,69400.0,70100.0,68400.0,69100.0,17994.0
2017-09-15,69100.0,70300.0,69000.0,70200.0,15581.0
2017-09-14,70200.0,70600.0,68800.0,69300.0,24266.0
2017-09-13,70000.0,70400.0,68400.0,69300.0,27204.0
2017-09-12,69100.0,69100.0,67800.0,68500.0,16669.0
2017-09-11,68500.0,69600.0,67800.0,68400.0,18517.0
2017-09-08,68900.0,69700.0,68300.0,69000.0,14811.0
2017-09-07,69500.0,70300.0,66700.0,67900.0,34389.0
2017-09-06,67600.0,67900.0,66700.0,67900.0,17476.0
2017-09-05,67800.0,68400.0,66300.0,68000.0,26723.0
2017-09-04,67900.0,69000.0,67800.0,68500.0,22084.0
2017-09-01,69200.0,70000.0,68600.0,69800.0,19227.0
2017-08-31,70200.0,70200.0,68200.0,68200.0,16932.0
2017-08-30,68900.0,70200.0,68300.0,70200.0,31206.0
2017-08-29,70100.0,70100.0,69100.0,69500.0,16131.0
2017-08-28,70100.0,70400.0,69500.0,70300.0,13596.0
2017-08-25,70200.0,71300.0,69100.0,71000.0,36563.0
2017-08-24,70800.0,71400.0,70100.0,70100.0,13548.0
2017-08-23,70700.0,71200.0,70700.0,70700.0,30029.0
2017-08-22,71200.0,71800.0,70600.0,70600.0,12920.0
2017-08-21,71200.0,72900.0,71100.0,72900.0,29022.0
2017-08-18,72100.0,73000.0,71200.0,71200.0,11265.0
2017-08-17,72400.0,73100.0,70700.0,72800.0,37588.0
2017-08-16,72700.0,73500.0,72300.0,72900.0,27208.0
2017-08-14,72900.0,73500.0,72100.0,73300.0,13211.0
2017-08-11,73100.0,73300.0,71600.0,72500.0,28054.0
2017-08-10,73300.0,74300.0,72100.0,73300.0,21022.0
2017-08-09,73300.0,74000.0,72500.0,72600.0,23773.0
2017-08-08,73300.0,74000.0,71500.0,73700.0,21907.0
2017-08-07,73600.0,75300.0,73600.0,75000.0,21785.0
2017-08-04,74200.0,74600.0,73200.0,74100.0,30272.0
2017-08-03,73200.0,74400.0,72900.0,73700.0,33528.0
2017-08-02,73800.0,74200.0,72900.0,73700.0,32546.0
2017-08-01,73200.0,73400.0,72100.0,72900.0,31696.0
2017-07-31,71700.0,72400.0,70500.0,71400.0,30209.0
2017-07-28,71400.0,72000.0,71000.0,71200.0,25453.0
2017-07-27,71200.0,72500.0,69900.0,69900.0,36425.0
2017-07-26,69800.0,72300.0,69500.0,70200.0,57790.0
2017-07-25,71100.0,73000.0,70400.0,71200.0,71880.0
2017-07-24,70500.0,71800.0,70100.0,71100.0,18025.0
2017-07-21,71100.0,71700.0,70100.0,70600.0,27022.0
2017-07-20,70600.0,70900.0,69700.0,70500.0,25483.0
2017-07-19,70500.0,70900.0,70100.0,70200.0,21669.0
2017-07-18,69800.0,69800.0,68700.0,69100.0,25017.0
2017-07-17,69000.0,69500.0,68400.0,68700.0,17913.0
2017-07-14,68200.0,68800.0,67300.0,68100.0,24603.0
2017-07-13,68400.0,69400.0,67900.0,68900.0,29110.0
2017-07-12,69100.0,70200.0,67400.0,67700.0,46064.0
2017-07-11,67900.0,70200.0,67400.0,69600.0,60928.0
2017-07-10,69600.0,69900.0,69000.0,69900.0,14790.0
2017-07-07,69900.0,71000.0,69000.0,69000.0,23580.0
2017-07-06,69600.0,71200.0,69000.0,70500.0,36241.0
2017-07-05,70600.0,71600.0,70000.0,70200.0,30328.0
2017-07-04,70300.0,73600.0,70100.0,73600.0,64795.0
2017-07-03,73500.0,75100.0,72600.0,74300.0,29389.0
2017-06-30,74200.0,74300.0,71800.0,72500.0,29602.0
2017-06-29,73400.0,74800.0,72800.0,74100.0,27999.0
2017-06-28,74000.0,74700.0,72300.0,73900.0,40220.0
2017-06-27,73400.0,74000.0,72400.0,72700.0,27458.0
2017-06-26,72700.0,74400.0,72100.0,73600.0,34137.0
2017-06-23,73500.0,75100.0,73100.0,74900.0,25438.0
2017-06-22,74400.0,75600.0,72800.0,74300.0,35366.0
2017-06-21,74200.0,74400.0,73400.0,73800.0,35902.0
2017-06-20,74100.0,74600.0,73200.0,74400.0,30023.0
2017-06-19,74300.0,75500.0,73000.0,75000.0,53031.0
2017-06-16,74400.0,75800.0,72800.0,74100.0,76185.0
2017-06-15,74300.0,74900.0,72000.0,72700.0,79017.0
2017-06-14,72000.0,74000.0,70100.0,70400.0,132400.0
2017-06-13,69700.0,70000.0,69000.0,69000.0,45849.0
2017-06-12,68800.0,70300.0,68500.0,68700.0,56785.0
2017-06-09,68700.0,69300.0,68100.0,68700.0,70809.0
2017-06-08,68400.0,70400.0,68000.0,70300.0,239113.0
2017-06-07,70000.0,71700.0,69800.0,70500.0,88370.0
2017-06-05,70900.0,72200.0,70600.0,71900.0,57415.0
2017-06-02,71500.0,72600.0,66600.0,67200.0,150971.0
2017-06-01,67100.0,68300.0,66900.0,68100.0,29382.0
2017-05-31,68800.0,69100.0,66000.0,66400.0,48866.0
2017-05-30,66800.0,67900.0,65200.0,67600.0,50378.0
2017-05-29,67800.0,68400.0,67600.0,67900.0,16038.0
2017-05-26,67800.0,68900.0,67600.0,68800.0,23675.0
2017-05-25,68400.0,68700.0,67300.0,68200.0,39131.0
2017-05-24,67900.0,68000.0,66400.0,67000.0,47414.0
2017-05-23,66400.0,66800.0,65400.0,66600.0,21208.0
2017-05-22,66000.0,66500.0,64900.0,65400.0,20874.0
2017-05-19,65300.0,66900.0,64700.0,66900.0,32778.0
2017-05-18,65900.0,67500.0,64300.0,64800.0,99478.0
2017-05-17,64900.0,64900.0,63400.0,63400.0,39062.0
2017-05-16,64000.0,64700.0,63300.0,64400.0,44009.0
2017-05-15,63500.0,65500.0,63500.0,65100.0,30022.0
2017-05-12,65100.0,66300.0,65000.0,66300.0,26483.0
2017-05-11,66300.0,66300.0,65000.0,65700.0,37245.0
2017-05-10,66000.0,67400.0,65500.0,67400.0,27839.0
2017-05-08,67000.0,67300.0,65700.0,66700.0,22996.0
2017-05-04,66700.0,66900.0,64600.0,65800.0,24742.0
2017-05-02,65000.0,65500.0,64300.0,64500.0,19962.0
2017-04-28,64500.0,65200.0,64000.0,65000.0,29463.0
2017-04-27,65100.0,65800.0,63500.0,65300.0,24769.0
2017-04-26,65200.0,65700.0,64100.0,64600.0,38391.0
2017-04-25,64100.0,64700.0,63700.0,63800.0,17338.0
2017-04-24,63800.0,65600.0,63700.0,65600.0,31312.0
2017-04-21,65300.0,65300.0,64600.0,65100.0,20316.0
2017-04-20,65000.0,65200.0,63900.0,64700.0,36796.0
2017-04-19,64700.0,64900.0,62800.0,63800.0,44754.0
2017-04-18,63500.0,64500.0,62000.0,62000.0,51556.0
2017-04-17,61900.0,63000.0,60800.0,60800.0,17835.0
2017-04-14,61500.0,61700.0,60800.0,60900.0,23692.0
2017-04-13,60900.0,62600.0,60900.0,62400.0,32748.0
2017-04-12,62300.0,63000.0,61800.0,62300.0,25407.0
2017-04-11,62200.0,63000.0,61300.0,61300.0,31395.0
2017-04-10,61200.0,62300.0,60300.0,62100.0,39018.0
2017-04-07,62000.0,64200.0,61700.0,62400.0,26271.0
2017-04-06,62300.0,63600.0,62100.0,62300.0,45552.0
2017-04-05,62200.0,62400.0,60700.0,60700.0,41439.0
2017-04-04,60600.0,61700.0,60300.0,61200.0,27706.0
2017-04-03,61200.0,61500.0,59200.0,59300.0,35190.0
2017-03-31,59200.0,60700.0,59200.0,60000.0,20856.0
2017-03-30,60100.0,60900.0,58900.0,59000.0,37055.0
2017-03-29,59000.0,59700.0,58300.0,59400.0,25685.0
2017-03-28,59400.0,59400.0,57700.0,58600.0,29152.0
2017-03-27,58100.0,58500.0,57200.0,57200.0,21795.0
2017-03-24,57600.0,59000.0,57500.0,59000.0,16126.0
2017-03-23,58400.0,58700.0,57000.0,58000.0,37565.0
2017-03-22,58500.0,58800.0,57500.0,58000.0,39246.0
2017-03-21,58500.0,58600.0,55200.0,55800.0,79114.0
2017-03-20,55500.0,55500.0,54300.0,55400.0,22968.0
2017-03-17,55400.0,55800.0,53100.0,53300.0,59533.0
2017-03-16,53500.0,53900.0,53000.0,53200.0,23823.0
2017-03-15,53200.0,53700.0,53000.0,53500.0,23214.0
2017-03-14,53300.0,53800.0,52800.0,53700.0,23529.0
2017-03-13,53700.0,54100.0,52400.0,52800.0,32652.0
2017-03-10,52400.0,53100.0,52100.0,52200.0,35261.0
2017-03-09,52100.0,52500.0,51700.0,51900.0,22967.0
2017-03-08,51700.0,52300.0,51600.0,52200.0,31866.0
2017-03-07,52300.0,52700.0,51700.0,52400.0,55560.0
